0	1	2	3	4	5
O35806	Rattus norvegicus	Metazoa	1764	35	Validation_3
Q00870	Fusarium solani subsp. phaseoli	Fungi	350	19	Validation_3
P32358	Bombyx mori	Metazoa	579	15	Validation_3
P14946	Lolium perenne	Viridiplantae	263	23	Validation_3
P31419	Manduca sexta	Metazoa	161	20	Validation_3
Q50KB1	Emiliania huxleyi	Other	223	17	Validation_3
P19594	Glycine max	Viridiplantae	158	21	Validation_3
Q5AMT2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	308	18	Validation_3
Q6E0U4	Homo sapiens	Metazoa	476	21	Validation_3
P0DKU2	Pandinus imperator	Metazoa	145	15	Validation_3
Q9TW32	Dictyostelium discoideum	Other	197	22	Validation_3
P09470	Mus musculus	Metazoa	1312	34	Validation_3
Q9TVX3	Olivierus martensii	Metazoa	61	28	Validation_3
Q94637	Oscheius tipulae	Metazoa	1648	15	Validation_3
P41271	Homo sapiens	Metazoa	181	16	Validation_3
P24792	Cucurbita maxima	Viridiplantae	579	30	Validation_3
O18998	Oryctolagus cuniculus	Metazoa	281	21	Validation_3
Q92643	Homo sapiens	Metazoa	395	27	Validation_3
P01579	Homo sapiens	Metazoa	166	23	Validation_3
P07529	Naganishia albida	Fungi	332	21	Validation_3
O94985	Homo sapiens	Metazoa	981	28	Validation_3
Q02809	Homo sapiens	Metazoa	727	18	Validation_3
Q9ZT66	Zea mays	Viridiplantae	303	43	Validation_3
Q9NPF0	Homo sapiens	Metazoa	282	35	Validation_3
P11021	Homo sapiens	Metazoa	654	18	Validation_3
P82103	Mytilus galloprovincialis	Metazoa	96	20	Validation_3
Q9U572	Penaeus monodon	Metazoa	1670	14	Validation_3
P25068	Bos taurus	Metazoa	64	26	Validation_3
Q27082	Tachypleus tridentatus	Metazoa	673	19	Validation_3
Q92154	Coturnix japonica	Metazoa	620	17	Validation_3
P09479	Gallus gallus	Metazoa	456	20	Validation_3
P52823	Homo sapiens	Metazoa	247	17	Validation_3
Q9Y251	Homo sapiens	Metazoa	543	35	Validation_3
Q99MA2	Rattus norvegicus	Metazoa	674	22	Validation_3
Q7Z5A7	Homo sapiens	Metazoa	132	43	Validation_3
P05164	Homo sapiens	Metazoa	745	48	Validation_3
Q9JI59	Mus musculus	Metazoa	298	28	Validation_3
Q969H8	Homo sapiens	Metazoa	173	31	Validation_3
P07994	Bos taurus	Metazoa	360	17	Validation_3
P08796	Dictyostelium discoideum	Other	514	19	Validation_3
E0X9F6	Thaumetopoea pityocampa	Metazoa	126	18	Validation_3
P42256	Aspergillus niger	Fungi	321	19	Validation_3
Q99519	Homo sapiens	Metazoa	415	47	Validation_3
P82187	Equus caballus	Metazoa	185	20	Validation_3
P26732	Bombyx mori	Metazoa	92	19	Validation_3
Q9BX93	Homo sapiens	Metazoa	195	19	Validation_3
P14925	Rattus norvegicus	Metazoa	976	25	Validation_3
O46167	Eratigena agrestis	Metazoa	68	17	Validation_3
Q13162	Homo sapiens	Metazoa	271	37	Validation_3
Q8H8C7	Oryza sativa subsp. japonica	Viridiplantae	356	28	Validation_3
Q867W1	Procambarus clarkii	Metazoa	76	27	Validation_3
G4ZHR2	Phytophthora sojae (strain P6497)	Other	241	19	Validation_3
O18330	Apis mellifera	Metazoa	432	19	Validation_3
Q8TAL6	Homo sapiens	Metazoa	211	18	Validation_3
A7L035	Chironex fleckeri	Metazoa	456	20	Validation_3
P09586	Mus musculus	Metazoa	222	31	Validation_3
P15570	Phytophthora cryptogea	Other	118	20	Validation_3
G4V4F9	Cupiennius salei	Metazoa	97	19	Validation_3
Q9UAD0	Olivierus martensii	Metazoa	59	24	Validation_3
Q84V39	Olea europaea	Viridiplantae	123	21	Validation_3
P01033	Homo sapiens	Metazoa	207	23	Validation_3
Q6UWY5	Homo sapiens	Metazoa	402	28	Validation_3
P15516	Homo sapiens	Metazoa	51	19	Validation_3
Q0P569	Bos taurus	Metazoa	474	24	Validation_3
Q9R100	Mus musculus	Metazoa	827	25	Validation_3
Q42656	Coffea arabica	Viridiplantae	378	15	Validation_3
Q589G4	Anoplius samariensis	Metazoa	75	17	Validation_3
Q8ISL8	Apis mellifera	Metazoa	78	24	Validation_3
P54900	Rattus norvegicus	Metazoa	215	29	Validation_3
Q52085	Heterostelium pallidum	Other	320	19	Validation_3
Q6UXH1	Homo sapiens	Metazoa	353	24	Validation_3
Q90WJ9	Takifugu pardalis	Metazoa	391	20	Validation_3
Q8C1Q4	Mus musculus	Metazoa	291	21	Validation_3
P32004	Homo sapiens	Metazoa	1257	19	Validation_3
P43174	Ambrosia psilostachya	Viridiplantae	77	22	Validation_3
Q9TY95	Plasmodium falciparum (isolate 3D7)	Other	997	22	Validation_3
P42705	Canis lupus familiaris	Metazoa	352	23	Validation_3
P18181	Mus musculus	Metazoa	240	22	Validation_3
O14791	Homo sapiens	Metazoa	398	27	Validation_3
Q02083	Homo sapiens	Metazoa	359	28	Validation_3
O96910	Aplysia californica	Metazoa	76	18	Validation_3
P29026	Rhizopus oligosporus	Fungi	540	22	Validation_3
Q8NAC3	Homo sapiens	Metazoa	791	20	Validation_3
E0D877	Aedes albopictus	Metazoa	564	25	Validation_3
Q9Z0K8	Mus musculus	Metazoa	512	23	Validation_3
P38574	Bos taurus	Metazoa	287	18	Validation_3
Q15465	Homo sapiens	Metazoa	462	23	Validation_3
P19035	Bos taurus	Metazoa	96	23	Validation_3
P0C1B3	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	499	21	Validation_3
P60568	Homo sapiens	Metazoa	153	20	Validation_4
P24052	Gallus gallus	Metazoa	142	21	Validation_4
P20774	Homo sapiens	Metazoa	298	20	Validation_4
P29421	Oryza sativa subsp. japonica	Viridiplantae	200	22	Validation_4
O61668	Olivierus martensii	Metazoa	88	18	Validation_4
P55057	Oryctolagus cuniculus	Metazoa	124	27	Validation_4
Q9Y2I2	Homo sapiens	Metazoa	539	28	Validation_4
P05790	Bombyx mori	Metazoa	5263	21	Validation_4
P55083	Homo sapiens	Metazoa	255	21	Validation_4
P38660	Mesocricetus auratus	Metazoa	439	19	Validation_4
Q86IV5	Dictyostelium discoideum	Other	258	21	Validation_4
Q9PVW8	Silurus asotus	Metazoa	308	23	Validation_4
Q9GU69	Lymnaea stagnalis	Metazoa	64	21	Validation_4
Q4V645	Drosophila melanogaster	Metazoa	108	29	Validation_4
P10968	Triticum aestivum	Viridiplantae	212	26	Validation_4
P67861	Daboia russelii	Metazoa	144	24	Validation_4
P83869	Drosophila melanogaster	Metazoa	46	22	Validation_4
P83234	Ophiophagus hannah	Metazoa	190	20	Validation_4
Q08481	Mus musculus	Metazoa	727	17	Validation_4
P02779	Oryctolagus cuniculus	Metazoa	91	21	Validation_4
B0XT72	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	452	19	Validation_4
P20068	Rattus norvegicus	Metazoa	169	22	Validation_4
Q18184	Caenorhabditis elegans	Metazoa	89	23	Validation_4
Q07081	Aquarana catesbeiana	Metazoa	464	16	Validation_4
P17948	Homo sapiens	Metazoa	1338	26	Validation_4
Q9SU40	Arabidopsis thaliana	Viridiplantae	587	20	Validation_4
O14412	Orpinomyces sp. (strain PC-2)	Fungi	245	29	Validation_4
Q29486	Felis catus	Metazoa	524	17	Validation_4
D3Z9M3	Rattus norvegicus	Metazoa	109	16	Validation_4
E9NX73	Fagopyrum tataricum	Viridiplantae	149	22	Validation_4
Q76FP5	Hypocrea rufa	Fungi	479	20	Validation_4
P16144	Homo sapiens	Metazoa	1822	27	Validation_4
Q9NR61	Homo sapiens	Metazoa	685	26	Validation_4
Q5BGU9	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	366	18	Validation_4
Q969J5	Homo sapiens	Metazoa	263	21	Validation_4
P93484	Pisum sativum	Viridiplantae	623	22	Validation_4
P55847	Penaeus japonicus	Metazoa	105	28	Validation_4
P01070	Glycine max	Viridiplantae	216	24	Validation_4
Q5B833	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	387	24	Validation_4
Q9NTU7	Homo sapiens	Metazoa	201	27	Validation_4
Q43871	Hordeum vulgare	Viridiplantae	115	25	Validation_4
A0A0F7YYX3	Conus victoriae	Metazoa	196	25	Validation_4
P24807	Mus musculus	Metazoa	76	26	Validation_4
P04552	Haliotis rufescens	Metazoa	154	18	Validation_4
Q12396	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	444	46	Validation_4
Q8T113	Bombyx mori	Metazoa	227	17	Validation_4
Q8MVA6	Ixodes scapularis	Metazoa	69	23	Validation_4
Q63415	Rattus norvegicus	Metazoa	937	45	Validation_4
P15196	Oryctolagus cuniculus	Metazoa	398	31	Validation_4
Q9NPA0	Homo sapiens	Metazoa	242	23	Validation_4
P02649	Homo sapiens	Metazoa	317	18	Validation_4
O42807	Aspergillus niger	Fungi	281	21	Validation_4
P55000	Homo sapiens	Metazoa	103	22	Validation_4
B0FHH8	Manduca sexta	Metazoa	151	18	Validation_4
Q868Z9	Drosophila melanogaster	Metazoa	2898	26	Validation_4
Q9Z0M9	Mus musculus	Metazoa	193	28	Validation_4
B4FZ87	Zea mays	Viridiplantae	396	31	Validation_4
P01168	Sus scrofa	Metazoa	116	24	Validation_4
Q968Z6	Dictyostelium discoideum	Other	557	19	Validation_4
Q95UE8	Lucilia cuprina	Metazoa	220	19	Validation_4
Q7Z5L0	Homo sapiens	Metazoa	202	24	Validation_4
P02743	Homo sapiens	Metazoa	223	19	Validation_4
Q9NYY1	Homo sapiens	Metazoa	176	24	Validation_4
P07204	Homo sapiens	Metazoa	575	18	Validation_4
P23631	Latrodectus tredecimguttatus	Metazoa	1401	20	Validation_4
Q64385	Mus musculus	Metazoa	432	23	Validation_4
P07457	Zoarces americanus	Metazoa	87	22	Validation_4
P18892	Bos taurus	Metazoa	526	26	Validation_4
P36980	Homo sapiens	Metazoa	270	18	Validation_4
Q10ST8	Oryza sativa subsp. japonica	Viridiplantae	96	27	Validation_4
P04706	Zea mays	Viridiplantae	223	19	Validation_4
Q03405	Homo sapiens	Metazoa	335	22	Validation_4
C0HLA0	Chamaecyparis obtusa	Viridiplantae	556	28	Validation_4
P15226	Tityus serrulatus	Metazoa	84	20	Validation_4
Q96HF1	Homo sapiens	Metazoa	295	24	Validation_4
P42292	Gallus gallus	Metazoa	588	33	Validation_4
P01027	Mus musculus	Metazoa	1663	24	Validation_4
A0A0R4I951	Scolopendra dehaani	Metazoa	70	23	Validation_4
P30919	Rattus norvegicus	Metazoa	345	23	Validation_4
P04217	Homo sapiens	Metazoa	495	21	Validation_4
Q1HAY7	Holotrichia diomphalia	Metazoa	317	23	Validation_4
C5P3X6	Coccidioides posadasii (strain C735)	Fungi	276	18	Validation_4
P21837	Dictyostelium discoideum	Other	550	19	Validation_4
Q02942	Blaberus discoidalis	Metazoa	726	16	Validation_4
Q6QD51	Rattus norvegicus	Metazoa	949	27	Validation_4
Q96DR8	Homo sapiens	Metazoa	90	20	Validation_4
P25291	Canis lupus familiaris	Metazoa	509	21	Validation_4
Q6UWI2	Homo sapiens	Metazoa	310	20	Validation_4
A0A0F7YZQ7	Conus victoriae	Metazoa	100	24	Validation_4
O88917	Rattus norvegicus	Metazoa	1515	24	Validation_4
P27731	Gallus gallus	Metazoa	150	20	Validation_4
P25942	Homo sapiens	Metazoa	277	20	Validation_4
Q40975	Papaver rhoeas	Viridiplantae	139	19	Validation_4
Q9BWV1	Homo sapiens	Metazoa	1114	30	Validation_4
P42098	Sus scrofa	Metazoa	421	22	Validation_4
A0A482A9N4	Talaromyces verruculosus	Fungi	328	21	Validation_4
Q7SZI7	Xenopus laevis	Metazoa	1219	22	Validation_4
Q3UN54	Mus musculus	Metazoa	99	21	Validation_4
Q01528	Limulus polyphemus	Metazoa	172	19	Validation_4
Q9V496	Drosophila melanogaster	Metazoa	3351	25	Validation_4
Q70SU7	Salvelinus alpinus	Metazoa	342	19	Validation_4
P04196	Homo sapiens	Metazoa	525	18	Validation_4
O14786	Homo sapiens	Metazoa	923	21	Validation_4
P16882	Mus musculus	Metazoa	650	24	Validation_4
P19069	Cavia porcellus	Metazoa	1742	19	Validation_4
Q9XSW3	Sus scrofa	Metazoa	240	18	Validation_4
P13917	Glycine max	Viridiplantae	427	24	Validation_4
Q16552	Homo sapiens	Metazoa	155	23	Validation_4
Q09098	Mus musculus	Metazoa	99	23	Validation_4
Q9NQ25	Homo sapiens	Metazoa	335	22	Validation_4
Q75WF2	Acanthaster planci	Metazoa	358	26	Validation_4
Q09131	Glycine max	Viridiplantae	464	30	Validation_4
Q23997	Drosophila melanogaster	Metazoa	452	18	Validation_4
P02896	Trypanosoma brucei brucei	Other	526	33	Validation_4
Q9NS68	Homo sapiens	Metazoa	423	29	Validation_4
P91629	Drosophila miranda	Metazoa	126	16	Validation_4
P02809	Macaca fascicularis	Metazoa	61	19	Validation_4
P18428	Homo sapiens	Metazoa	481	25	Validation_4
P80961	Myoxocephalus octodecemspinosus	Metazoa	128	20	Validation_4
E0XKJ9	Tabanus yao	Metazoa	349	25	Validation_4
P05113	Homo sapiens	Metazoa	134	19	Validation_4
Q08738	Bombyx mori	Metazoa	239	16	Validation_4
P02230	Chironomus thummi thummi	Metazoa	151	15	Validation_4
Q9NJ98	Manduca sexta	Metazoa	487	19	Validation_4
P27773	Mus musculus	Metazoa	505	24	Validation_4
P0C8G6	Pomacea canaliculata	Metazoa	565	26	Validation_4
P33767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	20	Validation_4
P56722	Bos taurus	Metazoa	979	34	Validation_4
P81999	Canis lupus familiaris	Metazoa	358	22	Validation_4
Q86YL7	Homo sapiens	Metazoa	162	22	Validation_4
P16150	Homo sapiens	Metazoa	400	19	Validation_4
Q8N766	Homo sapiens	Metazoa	993	22	Validation_4
Q9NSA1	Homo sapiens	Metazoa	209	28	Validation_4
P13725	Homo sapiens	Metazoa	252	25	Validation_4
P0DUT6	Doratifera vulnerans	Metazoa	66	20	Validation_4
Q4WZ11	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	87	19	Validation_4
Q9H9K5	Homo sapiens	Metazoa	563	26	Validation_4
Q06K61	Phlebotomus duboscqi	Metazoa	516	20	Validation_4
Q56S59	Nicotiana tabacum	Viridiplantae	150	23	Validation_4
P06727	Homo sapiens	Metazoa	396	20	Validation_4
P0DQB8	Scolopendra dehaani	Metazoa	73	20	Validation_4
Q61789	Mus musculus	Metazoa	3330	31	Validation_4
Q9BX59	Homo sapiens	Metazoa	468	18	Validation_4
P81054	Grifola frondosa	Fungi	348	18	Validation_4
O60602	Homo sapiens	Metazoa	858	20	Validation_4
Q9Z1K9	Rattus norvegicus	Metazoa	827	17	Validation_4
P0DPU7	Scolopendra dehaani	Metazoa	78	25	Validation_4
P12273	Homo sapiens	Metazoa	146	28	Validation_4
P04557	Bos taurus	Metazoa	140	25	Validation_4
Q9UBP4	Homo sapiens	Metazoa	350	21	Validation_4
Q9LXD6	Arabidopsis thaliana	Viridiplantae	773	23	Validation_4
O08795	Mus musculus	Metazoa	521	14	Validation_4
F1AWB0	Vaejovis mexicanus	Metazoa	82	22	Validation_4
Q9GL30	Bos taurus	Metazoa	545	35	Validation_4
Q9M373	Arabidopsis thaliana	Viridiplantae	74	26	Validation_4
L8BRS3	Morus alba	Viridiplantae	209	18	Validation_4
Q95JC9	Sus scrofa	Metazoa	676	16	Validation_4
P20462	Notamacropus eugenii	Metazoa	176	18	Validation_4
P10820	Mus musculus	Metazoa	554	20	Validation_4
Q8T9R8	Stomoxys calcitrans	Metazoa	67	24	Validation_4
P51460	Homo sapiens	Metazoa	131	20	Validation_4
P22894	Homo sapiens	Metazoa	467	20	Validation_4
P35495	Sus scrofa	Metazoa	133	24	Validation_4
G5ED35	Caenorhabditis elegans	Metazoa	135	20	Validation_4
Q08380	Homo sapiens	Metazoa	585	18	Validation_4
P01148	Homo sapiens	Metazoa	92	23	Validation_4
P01364	Aplysia californica	Metazoa	108	23	Validation_4
C0HKM3	Conus purpurascens	Metazoa	458	18	Validation_4
O96059	Bombyx mori	Metazoa	66	24	Validation_4
P16382	Mus musculus	Metazoa	810	25	Validation_4
Q9Y5Q6	Homo sapiens	Metazoa	135	22	Validation_4
P61312	Rattus norvegicus	Metazoa	146	25	Validation_4
Q5PP12	Arabidopsis thaliana	Viridiplantae	69	25	Validation_4
P80392	Meleagris gallopavo	Metazoa	64	28	Validation_4
Q8L5J1	Solanum lycopersicum	Viridiplantae	399	26	Validation_5
P12729	Dictyostelium discoideum	Other	168	19	Validation_5
A0A1S3PBB7	Salmo salar	Metazoa	375	23	Validation_5
Q6UX27	Homo sapiens	Metazoa	236	16	Validation_5
P31420	Manduca sexta	Metazoa	274	18	Validation_5
P00450	Homo sapiens	Metazoa	1065	19	Validation_5
Q8NK90	Aspergillus kawachii (strain NBRC 4308)	Fungi	628	25	Validation_5
P00635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	17	Validation_5
O54861	Rattus norvegicus	Metazoa	825	31	Validation_5
Q9H293	Homo sapiens	Metazoa	177	32	Validation_5
P49125	Latrodectus tredecimguttatus	Metazoa	88	18	Validation_5
P35053	Rattus norvegicus	Metazoa	558	23	Validation_5
P11919	Manduca sexta	Metazoa	88	26	Validation_5
P05059	Bos taurus	Metazoa	449	18	Validation_5
Q15768	Homo sapiens	Metazoa	340	27	Validation_5
Q7KRU8	Drosophila melanogaster	Metazoa	205	19	Validation_5
Q00657	Rattus norvegicus	Metazoa	2326	29	Validation_5
Q05928	Mus musculus	Metazoa	177	31	Validation_5
C4NZN9	Hyas araneus	Metazoa	131	16	Validation_5
Q7ZZN8	Naja atra	Metazoa	238	19	Validation_5
Q59XX2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	378	32	Validation_5
P21814	Ovis aries	Metazoa	429	25	Validation_5
P81492	Hirudinaria manillensis	Metazoa	84	20	Validation_5
Q8LG54	Arabidopsis thaliana	Viridiplantae	130	21	Validation_5
Q55GS3	Dictyostelium discoideum	Other	607	19	Validation_5
P11911	Mus musculus	Metazoa	220	28	Validation_5
P80915	Macadamia integrifolia	Viridiplantae	102	26	Validation_5
P31836	Bos taurus	Metazoa	853	19	Validation_5
O55038	Mus musculus	Metazoa	109	21	Validation_5
P14217	Chlamydomonas reinhardtii	Viridiplantae	647	21	Validation_5
Q5JNJ5	Oryza sativa subsp. japonica	Viridiplantae	237	28	Validation_5
P58154	Lymnaea stagnalis	Metazoa	229	19	Validation_5
P43077	Candida albicans	Fungi	562	22	Validation_5
P0DQC1	Scolopendra dehaani	Metazoa	92	20	Validation_5
P79073	Hypocrea jecorina	Fungi	86	15	Validation_5
Q9ERQ6	Rattus norvegicus	Metazoa	571	30	Validation_5
P20797	Antheraea polyphemus	Metazoa	163	21	Validation_5
Q6UWL6	Homo sapiens	Metazoa	708	20	Validation_5
O62605	Galleria mellonella	Metazoa	218	16	Validation_5
O35310	Mus musculus	Metazoa	311	20	Validation_5
P08541	Rattus norvegicus	Metazoa	530	23	Validation_5
O75629	Homo sapiens	Metazoa	220	31	Validation_5
P17697	Bos taurus	Metazoa	439	19	Validation_5
P0C8E7	Rhipicephalus sanguineus	Metazoa	114	20	Validation_5
P33559	Aspergillus kawachii (strain NBRC 4308)	Fungi	327	25	Validation_5
Q8N6C8	Homo sapiens	Metazoa	439	23	Validation_5
P83508	Cavia porcellus	Metazoa	170	16	Validation_5
Q8RUW5	Arabidopsis thaliana	Viridiplantae	433	19	Validation_5
Q01151	Homo sapiens	Metazoa	205	19	Validation_5
Q8BPM6	Mus musculus	Metazoa	367	31	Validation_5
Q8MI01	Bos taurus	Metazoa	330	23	Validation_5
P21978	Leishmania amazonensis	Other	476	32	Validation_5
P01131	Bos taurus	Metazoa	845	21	Validation_5
A0A5C2A2T2	Conus purpurascens	Metazoa	178	24	Validation_5
Q96S96	Homo sapiens	Metazoa	227	22	Validation_5
P27797	Homo sapiens	Metazoa	417	17	Validation_5
Q8NC67	Homo sapiens	Metazoa	525	22	Validation_5
Q02596	Mus musculus	Metazoa	151	19	Validation_5
P28335	Homo sapiens	Metazoa	458	32	Validation_5
Q8MUP7	Ixodes scapularis	Metazoa	102	21	Validation_5
I6S7G5	Scolopendra mutilans	Metazoa	84	16	Validation_5
O13547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238	22	Validation_5
Q27270	Tenebrio molitor	Metazoa	96	18	Validation_5
Q96PL1	Homo sapiens	Metazoa	93	21	Validation_5
P05117	Solanum lycopersicum	Viridiplantae	457	24	Validation_5
P45590	Hyalophora cecropia	Metazoa	129	17	Validation_5
B0XRV0	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	721	18	Validation_5
P14214	Tachypleus tridentatus	Metazoa	77	23	Validation_5
Q9GSA4	Galleria mellonella	Metazoa	113	19	Validation_5
P08833	Homo sapiens	Metazoa	259	25	Validation_5
Q9U8D1	Olivierus martensii	Metazoa	56	28	Validation_5
Q86T13	Homo sapiens	Metazoa	490	21	Validation_5
Q7YZS9	Conus virgo	Metazoa	67	26	Validation_5
A0A1W6EVM7	Ampulex compressa	Metazoa	50	26	Validation_5
P04925	Mus musculus	Metazoa	254	22	Validation_5
P68248	Gallus gallus	Metazoa	80	25	Validation_5
Q99372	Rattus norvegicus	Metazoa	870	27	Validation_5
P01139	Mus musculus	Metazoa	241	18	Validation_5
Q28862	Bos taurus	Metazoa	310	16	Validation_5
Q94K85	Arabidopsis thaliana	Viridiplantae	359	26	Validation_5
Q7Z0T3	Aplysia californica	Metazoa	125	22	Validation_5
P32472	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135	17	Validation_5
Q556R7	Dictyostelium discoideum	Other	303	24	Validation_5
Q96AP7	Homo sapiens	Metazoa	390	29	Validation_5
P35578	Zootoca vivipara	Metazoa	172	21	Validation_5
Q14802	Homo sapiens	Metazoa	87	20	Validation_5
Q7Z1K3	Anisakis simplex	Metazoa	194	23	Validation_5
Q86QT3	Centruroides noxius	Metazoa	62	20	Validation_5
Q8HYA9	Sus scrofa	Metazoa	185	20	Validation_5
P79208	Ovis aries	Metazoa	603	16	Validation_5
P30438	Felis catus	Metazoa	92	22	Validation_5
P83472	Lumbricus terrestris	Metazoa	86	22	Validation_5
P21828	Bombyx mori	Metazoa	262	16	Validation_5
P67876	Aspergillus restrictus	Fungi	176	27	Validation_5
P48765	Bos taurus	Metazoa	970	32	Validation_5
Q4WL81	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	234	20	Validation_5
Q8T0W1	Pimpla hypochondriaca	Metazoa	115	22	Validation_5
A1X159	Perna viridis	Metazoa	431	20	Validation_5
Q9UHF4	Homo sapiens	Metazoa	553	29	Validation_5
Q96F46	Homo sapiens	Metazoa	866	32	Validation_5
Q09022	Xenopus laevis	Metazoa	84	18	Validation_5
P04062	Homo sapiens	Metazoa	536	39	Validation_5
Q84ZX5	Artemisia vulgaris	Viridiplantae	132	24	Validation_5
Q86Y78	Homo sapiens	Metazoa	171	22	Validation_5
P27275	Amaranthus caudatus	Viridiplantae	86	25	Validation_5
O75462	Homo sapiens	Metazoa	422	37	Validation_5
P33577	Petromyzon marinus	Metazoa	119	19	Validation_5
A0A2I8B346	Paralithodes camtschaticus	Metazoa	62	23	Validation_5
Q95NK7	Olivierus martensii	Metazoa	54	23	Validation_5
Q00193	Oryctolagus cuniculus	Metazoa	540	24	Validation_5
P19425	Aedes aegypti	Metazoa	97	19	Validation_5
G1CWH6	Clitoria ternatea	Viridiplantae	122	25	Validation_5
Q00945	Lymnaea stagnalis	Metazoa	155	26	Validation_5
P55203	Bos taurus	Metazoa	1110	56	Validation_5
P01350	Homo sapiens	Metazoa	101	21	Validation_5
Q02795	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286	19	Validation_5
A0A7J6K7I9	Toxoplasma gondii	Other	553	64	Validation_5
P53366	Sus scrofa	Metazoa	188	21	Validation_5
Q6UWJ8	Homo sapiens	Metazoa	174	29	Validation_5
Q8T0Y7	Aplysia californica	Metazoa	141	26	Validation_5
P32802	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	667	22	Validation_5
P21956	Mus musculus	Metazoa	463	22	Validation_5
A0A1L6K371	Juglans nigra	Viridiplantae	510	23	Validation_5
Q9VA83	Drosophila melanogaster	Metazoa	227	19	Validation_5
P11590	Mus musculus	Metazoa	178	16	Validation_5
Q6UXD5	Homo sapiens	Metazoa	910	27	Validation_5
P40259	Homo sapiens	Metazoa	229	28	Validation_5
Q5FWE3	Homo sapiens	Metazoa	981	27	Validation_5
B8JLQ9	Danio rerio	Metazoa	363	24	Validation_5
Q05359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	219	22	Validation_5
P20740	Gallus gallus	Metazoa	1473	36	Validation_5
P33681	Homo sapiens	Metazoa	288	34	Validation_5
Q8NBK3	Homo sapiens	Metazoa	374	33	Validation_5
Q9UK23	Homo sapiens	Metazoa	515	25	Validation_5
Q8WZI8	Aspergillus niger	Fungi	521	17	Validation_5
P51868	Rattus norvegicus	Metazoa	413	19	Validation_5
Q12127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	18	Validation_5
Q9Y5U5	Homo sapiens	Metazoa	241	25	Validation_5
